Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Nesto Hypermarket - Zeon,Kalpetta,Kerala,11.603113725229335,76.08314903993465,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
HiLite Mall - Zeon,Kozhikode,Kerala,11.248102467880244,75.83413591969762,Zeon Charging,Public - Membership Required,CCS (Type 2),120.0
HiLite Mall - Zeon,Kozhikode,Kerala,11.248102467880244,75.83413591969762,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
HiLite Business Park - Zeon,Kozhikode,Kerala,11.24701615784167,75.83467863520764,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
HiLite Business Park - Zeon,Kozhikode,Kerala,11.24701615784167,75.83467863520764,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Nesto Hypermarket - Zeon,Kottakkal,Kerala,10.99573941435061,75.99210993730881,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Club Sulaimani - Zeon,Kottakkal,Kerala,10.983867426675815,75.99802950416446,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Nesto Hypermarket Zeon,Thirur,Kerala,10.907726245273935,75.92032568189924,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Emirates Mall - Zeon,Edappal,Kerala,10.786020507719897,76.00816181964399,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Hotel Devaragam,Guruvayur,Kerala,10.595622580626454,76.04459842650351,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Nesto Hypermarket,Thrissur,Kerala,10.539926248084,76.19288757731226,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Dream City Convention Center,Pattikkad,Kerala,10.55587198783526,76.32282252128522,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Chennai Ananda Bhavan,Thrissur,Kerala,10.51275970432485,76.25891674593504,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Hilite Mall,Thrissur,Kerala,10.49548871358526,76.25680252890044,Zeon Charging,Public - Membership Required,CCS (Type 2),120.0
Hilite Mall,Thrissur,Kerala,10.49548871358526,76.25680252890044,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Hilite Mall,Thrissur,Kerala,10.49548871358526,76.25680252890044,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Mughal Mall,Kodungallur,Kerala,10.231319020041099,76.19724309794333,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Maxx Inn M Star,Angamaly,Kerala,10.222723756649074,76.37569774238432,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Club Mahindra Resort - Cherai Beach,Cherai,Kerala,10.137093999810617,76.18028952544324,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
Club Mahindra Resort - Cherai Beach,Cherai,Kerala,10.137093999810617,76.18028952544324,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
Grand Mall,Edappalli,Kerala,10.024160422636712,76.30871193061643,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Grand Mall,Edappalli,Kerala,10.024160422636712,76.30871193061643,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Gokul Oottupura Restaurant,Edappalli,Kerala,10.011144817352246,76.31249740510384,Zeon Charging,Public - Membership Required,CCS (Type 2),50.0
Brunton Boatyard,Cochin,Kerala,9.968304525407731,76.24570948393551,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Casino Hotel,Kochi,Kerala,9.96143124399039,76.26949095249614,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Hotel Ganga Grand,Moovattupuzha,Kerala,9.981770565891793,76.57830422508846,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Eden Wood Resorts,Munnar,Kerala,10.025676321659006,77.05377106161887,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
Club Mahindra Aleppey Resort,Arookutty,Kerala,9.859751104489362,76.33582416512633,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
Club Mahindra Aleppey Resort,Arookutty,Kerala,9.859751104489362,76.33582416512633,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
CGH Marari Beach,Mararikulam,Kerala,9.596033618612921,76.30277023506221,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Cassia Restaurant,Alappuzha,Kerala,9.518713883149715,76.32748515490442,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Hotel Aida,Kottayam,Kerala,9.582880475673022,76.52168622035634,Zeon Charging,Public - Membership Required,CCS (Type 2),50.0
The Windsor Castle Hotel,Kottayam,Kerala,9.571548200477338,76.51936940989242,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Club Mahindra Resort - Thekkadi,Kumali,Kerala,9.603436669871357,77.17154785062633,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
Club Mahindra Resort - Thekkadi,Kumali,Kerala,9.603436669871357,77.17154785062633,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
RD Cinemas,Mundakkayam,Kerala,9.544093022031731,76.87733542382585,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Kanthari Restaurants,Changanassery,Kerala,9.455165469662148,76.54242382238897,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Mannil Green Solutions,Mavelikkara,Kerala,9.283238233518844,76.53084010596456,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Phills Hub - Zeon,Pathanamthitta,Kerala,9.316719270744642,76.80097101612563,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Wyte Portico Hotel,Adoor,Kerala,9.161947571551806,76.72149631338965,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.89868209628473,76.74213825011032,Zeon Charging,Public - Membership Required,CCS (Type 2),30.0
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.89868209628473,76.74213825011032,Zeon Charging,Public - Membership Required,CCS (Type 2),30.0
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.89868209628473,76.74213825011032,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Pooyappalli Service Co-Operative Bank Ltd,Kollam,Kerala,8.89868209628473,76.74213825011032,Zeon Charging,Public - Membership Required,CEE 3 Pin,3.3
N and N Station,Kottiyam,Kerala,8.864731077119629,76.66048322159958,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
N and N Station,Kottiyam,Kerala,8.864731077119629,76.66048322159958,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Amma Veedu Restaurent,Ayoor,Kerala,8.930368464794824,76.85381998387061,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
DM Charging,Parippilli,Kerala,8.812579175105057,76.75675170508435,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
New Indraprastha (EVOK) EVCS,Kallambalam,Kerala,8.792020363373027,76.77063200499896,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Vazhiyorakkada Hotel,KIlimamoor,Kerala,8.785763001571354,76.8837004391724,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Astro Burgers,Attingal,Kerala,8.687607887565733,76.82992395389022,Zeon Charging,Public - Membership Required,CCS (Type 2),24.0
Edackodu Bank EVCS,Thiruvananthapuram ,Kerala,8.671500192022364,76.83499833192644,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Edackodu Bank EVCS,Thiruvananthapuram ,Kerala,8.671500192022364,76.83499833192644,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Edackodu Bank EVCS,Thiruvananthapuram ,Kerala,8.671500192022364,76.83499833192644,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Kerala EV Vembayam,Thiruvananthapuram ,Kerala,8.651754842325019,76.92797970100514,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Kerala EV Vembayam,Thiruvananthapuram ,Kerala,8.651754842325019,76.92797970100514,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Ultralink EVCS Charging Station,Thiruvananthapuram ,Kerala,8.33075691265681,77.14237583090846,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Ultralink EVCS Charging Station,Thiruvananthapuram ,Kerala,8.33075691265681,77.14237583090846,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Club Mahindra Resort Poovar,Thiruvananthapuram ,Kerala,8.306583673324084,77.08608641188243,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Club Mahindra Resort Poovar,Thiruvananthapuram ,Kerala,8.306583673324084,77.08608641188243,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Powerhub EVCS Attukal,Thiruvananthapuram ,Kerala,8.466545109222693,76.96080801045264,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Powerhub EVCS Attukal,Thiruvananthapuram ,Kerala,8.466545109222693,76.96080801045264,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sleeba & Sons Station,Thiruvananthapuram ,Kerala,8.54498342140748,76.97229843917057,Statiq (IN),Public - Membership Required,CCS (Type 2),60.0
JKV Power Hub ,Thiruvananthapuram ,Kerala,8.50366785353485,76.95391617176614,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Hilton Garden Inn Trivandrum,Thiruvananthapuram ,Kerala,8.4996352320004,76.95029905839203,Statiq (IN),Public - Membership Required,CCS (Type 2),60.0
Hilton Garden Inn Trivandrum,Thiruvananthapuram ,Kerala,8.4996352320004,76.95029905839203,Statiq (IN),Public - Membership Required,CCS (Type 2),60.0
CBC Motors Charging Station,Thiruvananthapuram ,Kerala,8.465871552402248,76.9390975787802,Statiq (IN),Public - Membership Required,CCS (Type 2),60.0
Trivandrum Airport T1,Thiruvananthapuram ,Kerala,8.476057964902722,76.91830975328156,Adani Gas-EV (TR),Public - Membership Required,CCS (Type 2),30.0
Trivandrum Airport T1,Thiruvananthapuram ,Kerala,8.476057964902722,76.91830975328156,Adani Gas-EV (TR),Public - Membership Required,GB-T DC - GB/T 20234.3,20.0
Trivandrum Airport T2,Thiruvananthapuram ,Kerala,8.488386743772637,76.92245062858052,Adani Gas-EV (TR),Public - Membership Required,CCS (Type 2),30.0
Trivandrum Airport T2,Thiruvananthapuram ,Kerala,8.488386743772637,76.92245062858052,Adani Gas-EV (TR),Public - Membership Required,GB-T DC - GB/T 20234.3,20.0
V Kay Super Market,Thiruvananthapuram ,Kerala,8.575089637161042,76.86841738658734,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
ChargeMOD EVCS Hub,Thiruvananthapuram ,Kerala,8.550683857418633,76.87848778223167,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
ChargeMOD EVCS Hub,Thiruvananthapuram ,Kerala,8.550683857418633,76.87848778223167,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
ChargeMOD EVCS Hub,Thiruvananthapuram ,Kerala,8.550683857418633,76.87848778223167,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Delta Power Kulathoor,Thiruvananthapuram ,Kerala,8.542037312716715,76.87581948417585,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Delta Power Kulathoor,Thiruvananthapuram ,Kerala,8.542037312716715,76.87581948417585,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Delta Power Kulathoor,Thiruvananthapuram ,Kerala,8.542037312716715,76.87581948417585,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
KIMS Hospital Trivandrum (EVOK),Thiruvananthapuram ,Kerala,8.514470785074025,76.90784744038086,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Alpha EVCS Yahoo Super Bazar,Thiruvanthapuram,Kerala,8.510831844705734,76.90484031941787,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Alpha EVCS Yahoo Super Bazar,Thiruvanthapuram,Kerala,8.510831844705734,76.90484031941787,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Mansavi SuperCharge Point,G B Nagar,Uttar Pradesh,28.455186365944098,77.5035852134958,(Unknown Operator),Public,CCS (Type 2),30.0
Sri Sai Kanchetty Family Restaurant,Dichpally,Telangana,18.632170838340482,78.20817022692324,Chargezone (India),Public - Membership Required,CCS (Type 2),60.0
Hotel Topline,Dhule,Maharashtra,20.836967977911712,74.75561014858295,Chargezone (India),Public - Membership Required,CCS (Type 2),60.0
Hotel Mayur Express,Sangamner,Maharashtra,19.520114483627125,74.20273682326365,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
FC - JioBP - The Bengal Dhaba,Kalyani,West Bengal,22.922668495049706,88.45628433804325,JIO BP Pulse (India),Public,CCS (Type 2),60.0
FC - JioBP - WBSDCL Athupur,Barrakpore,West Bengal,22.839467099235264,88.38586414053952,JIO BP Pulse (India),Public,CCS (Type 2),30.0
FC - JioBP - WBSDCL Athupur,Barrakpore,West Bengal,22.839467099235264,88.38586414053952,JIO BP Pulse (India),Public,Unknown,3.2
FC - Jio-BP - Khardaha,Khardaha,West Bengal,22.70657211558681,88.37434853401237,JIO BP Pulse (India),Public,CCS (Type 2),60.0
FC - Tata Power - Taj Raajkutir,Kolkata,West Bengal,22.573505558470004,88.40230025526728,Tata Power,Public,CCS (Type 2),30.0
Azadpur Metro Station,Delhi,Delhi,28.706611759021953,77.18210759629983,JIO BP Pulse (India),Public,CCS (Type 2),60.0
Village Vatika Restaurant And Hotel,Danora,Madhya Pradesh,21.885670593234643,77.88399107096022,(Unknown Operator),Public,CCS (Type 2),60.0
Vithal Kamats,Hinganghat,Maharashtra,20.574439036798253,78.88230401794569,(Unknown Operator),Public,CCS (Type 2),30.0
Hotel Bluemoon,Miduthuru,Andhra Pradesh,15.02621863896637,77.62107333728825,(Unknown Operator),Public - Membership Required,CCS (Type 2),150.0
Hotel Bluemoon,Miduthuru,Andhra Pradesh,15.02621863896637,77.62107333728825,(Unknown Operator),Public - Membership Required,CCS (Type 2),30.0
Mahaveer Ventures Hotel and Resort - The Padival Grand,Puttur,Karnataka,12.76619,75.19666,Zeon Charging,Public,CCS (Type 2),24.0
Mahaveer Ventures Hotel and Resort - The Padival Grand,Puttur,Karnataka,12.76619,75.19666,Zeon Charging,Public,Type 2 (Tethered Connector) ,22.0
Silavattam Village,"Madurathakam, Chengalpattu Dt",Tamil Nadu,12.48148773352969,79.86252229584034,(Unknown Operator),"Private - For Staff, Visitors or Customers",Unknown,
Mahalaxmi EV Charging STATION,Gautaum Buddha Nagar ,uttar pradesh ,28.54753,77.44491,(Unknown Operator),Public,Unknown,9.0
Mahalaxmi EV Charging STATION,Gautaum Buddha Nagar ,uttar pradesh ,28.54753,77.44491,(Unknown Operator),Public,CCS (Type 2),7.4
"Baboos Triangle, Zeon Charging Station",Kunnamkulam ,Kerala,10.719479255348858,76.07748035368672,Zeon Charging,Public,CCS (Type 2),60.0
Etron Energies,Chennai,Tamil Nadu,13.07148,80.11256,Zeon Charging,Public,CCS (Type 2),30.0
Regency Tiruttani by GRT Hotels,Thiruttani,Tamil Nadu,13.19516,79.64576,Zeon Charging,Public,CCS (Type 2),24.0
RB Business Centre,Vellore,Tamil Nadu,12.86196,79.13251,Zeon Charging,Public,CCS (Type 2),30.0
Regency Sameera Vellore by GRT Hotels,Vellore,Tamil Nadu,12.93209,79.13843,Zeon Charging,Public,CCS (Type 2),24.0
7 Star Green Veg Restaurant,Vaniyambadi,Tamil Nadu,12.64682,78.58269,Zeon Charging,Public,CCS (Type 2),60.0
7 Star Green Veg Restaurant,Vaniyambadi,Tamil Nadu,12.64682,78.58269,Zeon Charging,Public,CCS (Type 2),60.0
"Cafe Udupi Ruchi, Ulundurpet",Ulundurpet,Tamil Nadu,11.71937,79.33668,Zeon Charging,Public,CCS (Type 2),30.0
Hotel Sri Anandhas,Veppur,Tamil Nadu,11.59206,79.15621,Zeon Charging,Public,CCS (Type 2),50.0
"Adyar Ananda Bhavan, Kallakurichi",Kallakurichi,Tamil Nadu,11.71086,78.94797,Zeon Charging,Public,CCS (Type 2),60.0
"Adyar Ananda Bhavan, Attur",Attur,Tamil Nadu,11.592,78.62726,Zeon Charging,Public,CCS (Type 2),50.0
"Adyar Ananda Bhavan, Attur",Attur,Tamil Nadu,11.592,78.62726,Zeon Charging,Public,CCS (Type 2),50.0
Aswins Veg Restaurant,Perambalur,Tamil Nadu,11.209,78.8828,Zeon Charging,Public,CCS (Type 2),30.0
Aswins Veg Restaurant,Perambalur,Tamil Nadu,11.209,78.8828,Zeon Charging,Public,CCS (Type 2),50.0
AVS Imperiaa,Karaikal,Puducherry,10.93799,79.8224,Zeon Charging,Public,CCS (Type 2),24.0
Golden Sand,Velankanni,Tamil Nadu,10.68292,79.8478,Zeon Charging,Public,Type 2 (Tethered Connector) ,22.0
Golden Sand,Velankanni,Tamil Nadu,10.68292,79.8478,Zeon Charging,Public,CCS (Type 2),24.0
"Jayaraj Karz, Vallam Pudur Sethi",Thanjavur,Tamil Nadu,10.728,79.04692,Zeon Charging,Public,CCS (Type 2),30.0
"Kaveri Garage, Tiruchirapalli",Tiruchirappalli,Tamil Nadu,10.85843,78.71129,Zeon Charging,Public,CCS (Type 2),30.0
"Kaveri Garage, Tiruchirapalli",Tiruchirappalli,Tamil Nadu,10.85843,78.71129,Zeon Charging,Public,CCS (Type 2),50.0
Hotel Arun Cafe,Viralimalai,Tamil Nadu,10.6244,78.56317,Zeon Charging,Public,CCS (Type 2),24.0
"Kaveri Garage, Piratiyur",Piratiyur,Tamil Nadu,10.79194,78.65714,Zeon Charging,Public,CCS (Type 2),24.0
Hotel Malar,Karaikudi,Tamil Nadu,10.07009,78.76079,Zeon Charging,Public,CCS (Type 2),30.0
Regency Tuticorin by GRT Hotels,Thoothukudi,Tamil Nadu,8.7816,78.10053,Zeon Charging,Public,Type 2 (Tethered Connector) ,22.0
Regency Tuticorin by GRT Hotels,Thoothukudi,Tamil Nadu,8.7816,78.10053,Zeon Charging,Public,CCS (Type 2),30.0
Pearl Garden Resort,Veerapandianpattinam,Tamil Nadu,8.53918,78.11771,Zeon Charging,Public,CCS (Type 2),24.0
"Sree Saravana Bhavan, Sankagiri",Sangagiri,Tamil Nadu,11.4866,77.99226,Zeon Charging,Public,CCS (Type 2),30.0
"Sree Saravana Bhavan, Sankagiri",Sangagiri,Tamil Nadu,11.4866,77.99226,Zeon Charging,Public,CCS (Type 2),30.0
"Milky Mist Cafe, Erode Sathy Highway",Erode,Tamil Nadu ,11.3998,77.62536,Zeon Charging,Public,CCS (Type 2),50.0
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,IEC 60309 3-pin,3.3
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,CCS (Type 2),60.0
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,Type 2 (Tethered Connector) ,22.0
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,CCS (Type 2),30.0
Victory Tata,Erode,Tamil Nadu,11.31239,77.66505,Zeon Charging,Public,CCS (Type 2),24.0
Sri Kongu Bakes,Perundurai,Tamil Nadu,11.28353,77.55823,Zeon Charging,Public,CCS (Type 2),30.0
Sri Kongu Bakes,Perundurai,Tamil Nadu,11.28353,77.55823,Zeon Charging,Public,IEC 60309 3-pin,3.3
Junior Kuppanna,Avinashi,Tamil Nadu,11.17708,77.24713,Zeon Charging,Public,CCS (Type 2),30.0
"Sree Annapoorna Hotel, Avinashi",Avinashi,Tamil Nadu,11.17513,77.26342,Zeon Charging,Public,CCS (Type 2),60.0
Cafe Udupi Ruchi,Avinashi,Tamil Nadu,11.17719,77.28392,Zeon Charging,Public,CCS (Type 2),50.0
Annapoorna - NH Avinashi,Avinashi,Tamil Nadu,11.1778,77.28318,Zeon Charging,Public,CCS (Type 2),30.0
"Ibex River Resort, Pollachi",Pollachi,Tamil Nadu,10.64693,76.91992,Zeon Charging,Public,Type 2 (Tethered Connector) ,7.4
Travlounge - Palakkad,Walayar,Kerala ,10.82633,76.82033,Zeon Charging,Public,CCS (Type 2),30.0
 Adyar Ananda Bhavan Navakkarai,Navakkarai,Tamil Nadu,10.85592,76.86251,Zeon Charging,Public,CCS (Type 2),50.0
 Adyar Ananda Bhavan Navakkarai,Navakkarai,Tamil Nadu,10.85592,76.86251,Zeon Charging,Public,CCS (Type 2),60.0
"SR Jungle Resort, Anaikatti",Anaikatti,Tamil Nadu ,11.11848,76.75985,Zeon Charging,Public,Type 2 (Tethered Connector) ,22.0
"SR Jungle Resort, Anaikatti",Anaikatti,Tamil Nadu ,11.11848,76.75985,Zeon Charging,Public,Type 2 (Tethered Connector) ,22.0
Sundaram Motors Coimbatore,Coimbatore,Tamil Nadu,10.91863,76.98461,Chargezone (India),Public,CCS (Type 2),45.0
